1,2019-03-15 12:52:54.431802+00,2019-03-15 12:52:54.431814+00,t,20,11,41.6793103448276,1
2,2019-03-15 13:02:56.790402+00,2019-03-15 13:02:56.790414+00,t,20,14,40.8615517241379,1
3,2019-03-15 13:07:58.076885+00,2019-03-15 13:07:58.076896+00,t,20,12,40.8615517241379,1
4,2019-03-15 13:12:59.411838+00,2019-03-15 13:12:59.41185+00,t,20,14,40.4394827586207,1
5,2019-03-15 13:28:03.140818+00,2019-03-15 13:28:03.140829+00,t,20,13,40.0174137931034,1
6,2019-03-15 13:58:10.46256+00,2019-03-15 13:58:10.462571+00,t,22,12,39.621724137931,1
7,2019-03-15 14:03:11.648365+00,2019-03-15 14:03:11.648377+00,t,22,15,40.0174137931034,1
8,2019-03-15 14:08:13.063714+00,2019-03-15 14:08:13.063725+00,t,22,15,40.0174137931034,1
9,2019-03-15 14:13:14.284223+00,2019-03-15 14:13:14.284235+00,t,22,15,40.4394827586207,1
10,2019-03-15 14:23:17.269187+00,2019-03-15 14:23:17.269198+00,t,22,12,40.4658620689655,1
11,2019-03-15 14:30:16.944937+00,2019-03-15 14:30:16.944949+00,t,22,15,40.8615517241379,1
12,2019-03-15 14:35:17.997053+00,2019-03-15 14:35:17.997064+00,t,22,15,40.8615517241379,1
13,2019-03-15 14:40:18.772321+00,2019-03-15 14:40:18.772332+00,t,22,16,40.0174137931034,1
14,2019-03-15 14:45:19.75909+00,2019-03-15 14:45:19.759101+00,t,23,14,41.2836206896552,1
15,2019-03-15 14:53:24.04904+00,2019-03-15 14:53:24.049051+00,t,23,13,41.2836206896552,1
16,2019-03-15 14:58:25.452947+00,2019-03-15 14:58:25.452959+00,t,23,12,40.8615517241379,1
17,2019-03-15 15:03:26.696366+00,2019-03-15 15:03:26.696377+00,t,23,15,41.2836206896552,1
18,2019-03-15 15:08:28.04831+00,2019-03-15 15:08:28.048321+00,t,23,12,41.2572413793103,1
19,2019-03-15 15:13:29.338118+00,2019-03-15 15:13:29.338129+00,t,23,15,41.2836206896552,1
20,2019-03-15 15:20:25.762913+00,2019-03-15 15:20:25.762924+00,t,23,14,40.4394827586207,1
21,2019-03-15 15:25:26.744145+00,2019-03-15 15:25:26.744157+00,t,23,14,40.0174137931034,1
22,2019-03-15 15:35:28.442788+00,2019-03-15 15:35:28.442799+00,t,23,14,41.2572413793103,1
23,2019-03-15 15:40:29.841317+00,2019-03-15 15:40:29.841328+00,t,23,14,41.2836206896552,1
24,2019-03-15 15:45:31.8359+00,2019-03-15 15:45:31.83591+00,t,23,12,41.2836206896552,1
25,2019-03-15 15:53:39.555162+00,2019-03-15 15:53:39.555173+00,t,23,13,41.2836206896552,1
26,2019-03-15 16:08:43.244332+00,2019-03-15 16:08:43.244343+00,t,23,12,40.8615517241379,1
27,2019-03-15 16:13:44.613393+00,2019-03-15 16:13:44.613404+00,t,23,15,40.8351724137931,1
28,2019-03-15 16:20:49.828549+00,2019-03-15 16:20:49.828561+00,t,23,14,40.8615517241379,1
29,2019-03-15 16:25:51.666928+00,2019-03-15 16:25:51.666939+00,t,23,10,41.2836206896552,1
30,2019-03-15 16:30:54.037897+00,2019-03-15 16:30:54.037908+00,t,23,14,40.8879310344828,1
31,2019-03-15 16:35:56.154077+00,2019-03-15 16:35:56.154089+00,t,23,15,40.8615517241379,1
32,2019-03-15 16:43:52.387116+00,2019-03-15 16:43:52.387127+00,t,23,12,40.8615517241379,1
33,2019-03-15 16:55:42.569298+00,2019-03-15 16:55:42.569309+00,t,23,14,40.8615517241379,1
34,2019-03-15 17:00:43.455925+00,2019-03-15 17:00:43.455936+00,t,23,10,40.8615517241379,1
